1	0.1	1.20712e+06	602265	340566	-420.493	-397.474	-93.1153	849.515	1.39134e+06
2	20	1.19873e+06	594347	338709	-421.688	-398.068	-93.4525	849.515	1.38019e+06
3	40	1.19028e+06	586376	336836	-422.909	-398.671	-93.7978	849.515	1.36897e+06
4	60.1	1.18177e+06	578354	334946	-424.158	-399.285	-94.1516	849.515	1.35767e+06
5	80.1	1.17327e+06	570359	333059	-425.423	-399.902	-94.5104	849.515	1.3464e+06
6	100.1	1.16474e+06	562351	331164	-426.711	-400.526	-94.8763	849.515	1.33512e+06
7	120.1	1.15619e+06	554331	329262	-428.022	-401.157	-95.2495	849.515	1.32381e+06
8	140	1.14766e+06	546339	327363	-429.351	-401.791	-95.6282	849.515	1.31254e+06
9	160	1.13906e+06	538293	325445	-430.711	-402.436	-96.0165	849.515	1.3012e+06
10	180	1.13042e+06	530235	323520	-432.097	-403.089	-96.4127	849.515	1.28983e+06
11	200	1.12176e+06	522164	321587	-433.509	-403.749	-96.8172	849.515	1.27845e+06
12	220	1.11308e+06	514079	319646	-434.948	-404.416	-97.2302	849.515	1.26704e+06
13	240.1	1.10432e+06	505940	317687	-436.423	-405.094	-97.654	849.515	1.25555e+06
14	260.1	1.09557e+06	497828	315729	-437.919	-405.777	-98.0847	849.515	1.2441e+06
15	280.1	1.08679e+06	489702	313762	-439.445	-406.467	-98.5248	849.515	1.23263e+06
16	300.1	1.07798e+06	481563	311786	-441.001	-407.166	-98.9745	849.515	1.22113e+06
17	320.1	1.06914e+06	473409	309801	-442.589	-407.872	-99.4342	849.515	1.20961e+06
18	340.1	1.06027e+06	465242	307807	-444.209	-408.586	-99.9042	849.515	1.19807e+06
19	360.1	1.05137e+06	457060	305803	-445.863	-409.309	-100.385	849.515	1.18651e+06
20	380.1	1.04243e+06	448863	303790	-447.552	-410.039	-100.877	849.515	1.17492e+06
21	400.1	1.03346e+06	440651	301767	-449.277	-410.778	-101.38	849.515	1.1633e+06
22	420.1	1.02445e+06	432425	299733	-451.039	-411.526	-101.895	849.515	1.15167e+06
23	440.1	1.01541e+06	424184	297689	-452.839	-412.282	-102.422	849.515	1.14e+06
24	460.1	1.00633e+06	415927	295635	-454.679	-413.046	-102.962	849.515	1.12832e+06
25	480.1	997216	407656	293569	-456.56	-413.819	-103.515	849.515	1.1166e+06
26	500.1	988062	399368	291492	-458.483	-414.601	-104.082	849.515	1.10487e+06
27	520	978916	391107	289414	-460.441	-415.388	-104.66	849.515	1.09316e+06
28	540	969683	382788	287314	-462.454	-416.187	-105.256	849.515	1.08137e+06
29	560	960410	374452	285202	-464.514	-416.996	-105.867	849.515	1.06955e+06
30	580	951095	366101	283078	-466.623	-417.813	-106.494	849.515	1.05771e+06
31	600	941737	357733	280941	-468.783	-418.639	-107.138	849.515	1.04583e+06
32	620	932336	349349	278791	-470.996	-419.473	-107.798	849.515	1.03393e+06
33	640	922890	340948	276627	-473.263	-420.317	-108.477	849.515	1.022e+06
34	660	913398	332530	274450	-475.588	-421.17	-109.175	849.515	1.01005e+06
35	680	903858	324094	272258	-477.971	-422.031	-109.892	849.515	998059
36	700	894271	315642	270052	-480.417	-422.901	-110.629	849.515	986042
37	720	884634	307172	267831	-482.926	-423.779	-111.388	849.515	973994
38	740	874946	298684	265595	-485.502	-424.666	-112.169	849.515	961916
39	760	865206	290178	263343	-488.147	-425.561	-112.973	849.515	949807
40	780	855412	281655	261074	-490.865	-426.465	-113.802	849.515	937666
41	800	845563	273113	258789	-493.659	-427.376	-114.655	849.515	925494
42	820	835657	264553	256486	-496.531	-428.294	-115.536	849.515	913289
43	840	825693	255974	254165	-499.486	-429.22	-116.444	849.515	901051
44	860	815669	247377	251826	-502.526	-430.152	-117.381	849.515	888779
45	880	805584	238762	249468	-505.657	-431.091	-118.349	849.515	876474
46	900	795434	230127	247090	-508.882	-432.035	-119.349	849.515	864134
47	920	785220	221473	244692	-512.205	-432.984	-120.383	849.515	851760
48	940	774938	212801	242273	-515.631	-433.938	-121.453	849.515	839350
49	960	764586	204109	239832	-519.166	-434.895	-122.56	849.515	826904
50	980	754162	195398	237368	-522.814	-435.855	-123.706	849.515	814423
51	1000	743664	186668	234881	-526.582	-436.816	-124.894	849.515	801904
52	1020	733090	177919	232370	-530.475	-437.777	-126.126	849.515	789349
53	1040	722436	169150	229834	-534.5	-438.736	-127.404	849.515	776755
54	1060	711700	160362	227271	-538.664	-439.693	-128.731	849.515	764124
55	1080	700880	151555	224682	-542.974	-440.645	-130.11	849.515	751455
56	1100	689972	142730	222065	-547.438	-441.589	-131.544	849.515	738746
57	1120	678973	133885	219418	-552.065	-442.524	-133.036	849.515	725998
58	1140	667879	125022	216741	-556.864	-443.446	-134.591	849.515	713211
59	1160	656688	116140	214032	-561.845	-444.353	-136.21	849.515	700384
60	1180	645396	107241	211290	-567.019	-445.24	-137.9	849.515	687517
61	1200	633997	98324	208513	-572.396	-446.104	-139.665	849.515	674609
62	1220	622489	89390	205700	-577.989	-446.939	-141.509	849.515	661662
63	1240	610867	80439.6	202850	-583.81	-447.74	-143.437	849.515	648674
64	1260	599126	71473.6	199960	-589.872	-448.501	-145.455	849.515	635645
65	1280	587261	62492.9	197029	-596.189	-449.214	-147.569	849.515	622577
66	1300	575268	53498.4	194054	-602.777	-449.871	-149.785	849.515	609469
67	1320	563139	44491.5	191034	-609.651	-450.462	-152.11	849.515	596321
68	1340	550870	35473.4	187967	-616.828	-450.976	-154.552	849.516	583136
69	1360	538454	26445.9	184849	-624.328	-451.402	-157.119	849.516	569913
70	1380	525885	17410.9	181679	-632.169	-451.724	-159.82	849.516	556655
71	1400	513155	8370.68	178453	-640.373	-451.927	-162.663	849.517	543363
72	1420	500257	-672.292	175169	-648.963	-451.991	-165.661	849.517	530039
73	1440	487184	-9714.99	171823	-657.962	-451.896	-168.823	849.518	516687
74	1460	473926	-18754	168412	-667.399	-451.615	-172.164	849.518	503309
75	1480	460474	-27785.2	164932	-677.299	-451.121	-175.696	849.519	489909
76	1500	446820	-36804.2	161380	-687.694	-450.379	-179.435	849.52	476493
77	1520	432952	-45805.6	157750	-698.612	-449.352	-183.396	849.521	463067
78	1540	418860	-54783.1	154039	-710.087	-447.995	-187.596	849.522	449637
79	1560	404534	-63729.8	150242	-722.148	-446.257	-192.053	849.524	436213
80	1580	389959	-72637.5	146353	-734.829	-444.078	-196.788	849.525	422804
81	1600	375125	-81496.5	142365	-748.161	-441.389	-201.819	849.527	409424
82	1620	360016	-90296	138274	-762.172	-438.111	-207.168	849.53	396087
83	1640	344621	-99023.3	134073	-776.886	-434.154	-212.856	849.533	382812
84	1660	328924	-107664	129754	-792.324	-429.411	-218.904	849.536	369620
85	1680	312911	-116200	125311	-808.495	-423.765	-225.331	849.54	356537
86	1700	296567	-124614	120735	-825.397	-417.081	-232.155	849.546	343595
87	1720	279877	-132882	116018	-843.009	-409.206	-239.39	849.553	330831
88	1740	262829	-140980	111153	-861.288	-399.973	-247.042	849.56	318291
89	1760	245408	-148877	106130	-880.161	-389.198	-255.112	849.566	306028
90	1780	227605	-156542	100942	-899.515	-376.689	-263.587	849.579	294107
91	1800	209411	-163938	95580	-919.193	-362.243	-272.438	849.584	282603
92	1820	190822	-171023	90037.8	-938.982	-345.665	-281.618	849.599	271604
93	1840	171838	-177754	84309.2	-958.606	-326.772	-291.055	849.61	261215
94	1860	152466	-184083	78390	-977.725	-305.418	-300.649	849.62	251550
95	1880	132720	-189959	72278.3	-995.935	-281.508	-310.273	849.636	242741
96	1900	112622	-195330	65975	-1012.78	-255.029	-319.768	849.641	234927
97	1920	92205.6	-200147	59484.6	-1027.76	-226.065	-328.951	849.65	228253
98	1940	71511.6	-204361	52815.3	-1040.39	-194.819	-337.621	849.657	222861
99	1960	50592.3	-207930	45979.3	-1050.22	-161.624	-345.572	849.666	218880
100	1980	29507.8	-210819	38993.1	-1056.85	-126.93	-352.609	849.661	216416
101	2000	8324.93	-213003	31876.6	-1060.02	-91.2913	-358.568	849.668	215536
102	2020	-12886	-214470	24652.8	-1059.64	-55.3229	-363.325	849.663	216266
103	2040	-34053.9	-215219	17346.4	-1055.75	-19.6557	-366.813	849.671	218586
104	2060	-55110.6	-215262	9983.02	-1048.56	15.1112	-369.024	849.675	222429
105	2080	-75993	-214624	2587.86	-1038.4	48.4564	-370.003	849.679	227695
106	2100	-96646.1	-213335	-4815.32	-1025.71	79.9626	-369.845	849.684	234256
107	2120	-117024	-211438	-12205	-1010.95	109.333	-368.674	849.691	241970
108	2140	-137089	-208976	-19562.3	-994.616	136.39	-366.635	849.712	250693
109	2160	-156816	-205996	-26871.3	-977.159	161.062	-363.881	849.719	260284
110	2180	-176186	-202547	-34119.4	-958.996	183.367	-360.557	849.731	270612
111	2200	-195189	-198674	-41296.4	-940.481	203.389	-356.8	849.743	281559
112	2220	-213820	-194422	-48394.9	-921.905	221.258	-352.728	849.755	293021
113	2240	-232081	-189833	-55409.7	-903.499	237.133	-348.445	849.76	304907
114	2260	-249976	-184945	-62337.3	-885.438	251.186	-344.036	849.767	317142
115	2280	-267515	-179793	-69176.1	-867.852	263.59	-339.568	849.776	329659
116	2300	-284708	-174408	-75925.3	-850.83	274.517	-335.096	849.786	342405
117	2320	-301566	-168817	-82585.4	-834.427	284.126	-330.662	849.788	355333
118	2340	-318102	-163046	-89157.5	-818.678	292.567	-326.298	849.793	368405
119	2360	-334330	-157117	-95643.1	-803.595	299.974	-322.026	849.796	381589
120	2380	-350263	-151048	-102044	-789.177	306.468	-317.864	849.799	394858
121	2400	-365914	-144858	-108363	-775.414	312.158	-313.821	849.802	408191
122	2420	-381296	-138562	-114603	-762.287	317.14	-309.904	849.804	421568
123	2440	-396422	-132172	-120765	-749.775	321.499	-306.118	849.806	434976
124	2460	-411303	-125700	-126853	-737.85	325.308	-302.462	849.807	448400
125	2480	-425951	-119158	-132869	-726.486	328.634	-298.937	849.809	461830
126	2500	-440377	-112553	-138816	-715.654	331.533	-295.541	849.81	475258
127	2520	-454592	-105894	-144696	-705.326	334.055	-292.269	849.811	488676
128	2540	-468604	-99187.6	-150512	-695.475	336.245	-289.119	849.811	502078
129	2560	-482425	-92440.7	-156267	-686.073	338.14	-286.086	849.812	515459
130	2580	-496061	-85658.4	-161961	-677.095	339.776	-283.167	849.813	528815
131	2600	-509522	-78845.8	-167598	-668.515	341.18	-280.355	849.813	542142
132	2620	-522815	-72007.3	-173180	-660.311	342.38	-277.647	849.813	555438
133	2640	-535947	-65146.5	-178709	-652.462	343.397	-275.038	849.814	568700
134	2660	-548925	-58267.1	-184187	-644.948	344.253	-272.525	849.814	581927
135	2680	-561757	-51372	-189615	-637.748	344.964	-270.102	849.814	595117
136	2700	-574447	-44464	-194996	-630.847	345.547	-267.766	849.814	608268
137	2720	-587003	-37545.5	-200331	-624.228	346.014	-265.513	849.815	621381
